DATE,age,bmr,body_fat,gender,height,m_active_time,m_calories,m_distance,m_inactive_time,m_lcat,m_lcit,m_steps,m_total_calories,m_workout_count,m_workout_time,n_asleep_time,n_awake,n_awake_time,n_awakenings,n_bedtime,n_count,n_deep,n_duration,n_light,n_quality,n_rem,o_count,o_mood,s_asleep_time,s_awake,s_awake_time,s_awakenings,s_bedtime,s_count,s_deep,s_duration,s_light,s_quality,s_rem,weight
20131016,27.78904109589041,1772.4711897320549,,0,1.778,6846.0,564.258997492,10748.0,33480.0,1920.0,7320.0,13332.0,2336.730187224055,0.0,0.0,,,,,,,,,,,,,,4979.0,2399.0,31740.0,1.0,3240.0,1.0,10680.0,26281.0,15601.0,80.0,,73.0283
20131017,27.791780821917808,1772.4526828827397,,0,1.778,4166.0,369.891998649,6782.0,35340.0,643.0,7140.0,8316.0,2142.3446815317398,0.0,0.0,20159.0,561.0,28887.0,1.0,19887.0,1.0,1736.0,8472.0,6736.0,18.0,,,,7679.0,2606.0,19296.0,0.0,5496.0,1.0,3781.0,11784.0,8003.0,35.0,,73.0283
20131018,27.794520547945204,1772.4341760334248,,0,1.778,4041.0,313.726999752,6232.0,36540.0,697.0,6180.0,7810.0,2086.161175785425,0.0,0.0,64259.0,1924.0,65695.0,0.0,63595.0,1.0,1380.0,1561.0,181.0,5.0,,,,4979.0,2526.0,27414.0,0.0,2514.0,1.0,8580.0,22560.0,13980.0,71.0,,73.0283
20131019,27.797260273972604,1772.4156691841097,,0,1.778,5105.0,404.472000234,7853.0,33540.0,819.0,6780.0,9832.0,2176.88766941811,0.0,0.0,,,,,,,,,,,,,,4319.0,1553.0,36658.0,1.0,3658.0,1.0,17819.0,32229.0,14410.0,100.0,,73.0283
20131020,27.8,1772.3971623347945,,0,1.778,2050.0,146.972998917,3027.0,38640.0,1705.0,8400.0,3849.0,1919.3701612517946,0.0,0.0,,,,,,,,,,,,,,4319.0,4171.0,35669.0,1.0,1469.0,1.0,16561.0,30960.0,14399.0,100.0,,73.0283
20131021,27.802739726027397,1772.3786554854796,,0,1.778,7001.0,567.974001229,10953.0,34740.0,1571.0,7140.0,13642.0,2340.3526567144795,0.0,0.0,,,,,,,,,,,,,,-5701.0,5553.0,24496.0,2.0,-6404.0,1.0,14831.0,29531.0,14700.0,97.0,,73.0283
20131022,27.805479452054794,1772.3601486361645,,0,1.778,4531.0,400.913001731,7554.0,34440.0,676.0,6180.0,9231.0,2173.2731503671644,0.0,0.0,,,,,,,,,,,,,,7559.0,5488.0,32072.0,0.0,6272.0,1.0,9300.0,24720.0,15420.0,73.0,,73.0283
20131023,27.80821917808219,1772.3416417868493,,0,1.778,5201.0,407.216000497,7924.0,34980.0,898.0,5280.0,9983.0,2179.5576422838494,0.0,0.0,51299.0,706.0,52400.0,0.0,50600.0,1.0,1159.0,1159.0,0.0,3.0,,,,10199.0,1501.0,31079.0,1.0,9179.0,1.0,6960.0,20541.0,13581.0,59.0,,73.0283
20131024,27.81095890410959,1772.3231349375344,,0,1.778,4582.0,362.073999152,7013.0,34860.0,598.0,6120.0,8800.0,2134.3971340895346,0.0,0.0,,,,,,,,,,,,,,1019.0,2856.0,26453.0,1.0,-1147.0,1.0,8911.0,25351.0,16440.0,77.0,,73.0283
20131025,27.813698630136987,1772.3046280882193,,0,1.778,2778.0,233.560000747,4521.0,38700.0,660.0,6240.0,5580.0,2005.8646288352193,0.0,0.0,60779.0,1000.0,64300.0,0.0,59800.0,1.0,2531.0,3731.0,1200.0,11.0,,,,599.0,2695.0,21468.0,0.0,-732.0,1.0,10457.0,21017.0,10560.0,72.0,,73.0283
20131026,27.816438356164383,1772.2861212389041,,0,1.778,8854.0,677.13399975,13381.0,29520.0,3021.0,8460.0,16843.0,2449.4201209889043,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,73.0283
20131027,27.81917808219178,1772.2676143895892,,0,1.778,1585.0,153.667000614,2712.0,37620.0,427.0,6120.0,3248.0,1925.9346150035892,0.0,0.0,,,,,,,,,,,,,,-601.0,1516.0,15971.0,1.0,-1429.0,1.0,7681.0,15933.0,8252.0,53.0,,73.0283
20131028,27.82191780821918,1772.249107540274,,0,1.778,6849.0,560.6870008413999,10730.0,32640.0,2141.0,5040.0,13353.0,2332.936108381674,0.0,0.0,67199.0,1136.0,70684.0,0.0,66484.0,1.0,780.0,3540.0,2760.0,8.0,0.0,,,,,,,,,,,,,,73.0283
20131029,27.824657534246576,1772.230600690959,,0,1.778,4617.0,414.677001774,7540.0,37560.0,682.0,6300.0,9174.0,2186.907602464959,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,73.0283
20131030,27.827397260273973,1772.212093841644,,0,1.778,3948.0,324.34400034,6204.0,36300.0,767.0,7740.0,7720.0,2096.556094181644,0.0,0.0,,,,,,,,,,,,,,8219.0,1471.0,30029.0,0.0,7529.0,1.0,9900.0,21840.0,11940.0,69.0,0.0,73.0283
20131031,27.83013698630137,1772.1935869923288,,0,1.778,1803.0,156.86699985,2975.0,39480.0,416.0,10020.0,3578.0,1929.0605868423288,0.0,0.0,45779.0,1221.0,48399.0,0.0,44799.0,1.0,2280.0,2640.0,360.0,9.0,0.0,,,13019.0,2262.0,33918.0,0.0,12318.0,1.0,7620.0,21180.0,13560.0,60.0,0.0,73.0283
20131101,27.832876712328765,1772.1750801430137,,0,1.778,4835.0,389.178000651,7672.0,34980.0,931.0,11640.0,9517.0,2161.3530807940137,0.0,0.0,,,,,,,,,,,,,,7979.0,780.0,31260.0,0.0,7260.0,1.0,9541.0,23400.0,13859.0,72.0,0.0,73.0283
20131102,27.835616438356166,1772.1565732936988,,0,1.778,3059.0,243.632999673,4748.0,38280.0,748.0,9780.0,5939.0,2015.7895729666989,0.0,0.0,,,,,,,,,,,,,,-5101.0,2674.0,27506.0,0.0,-7294.0,1.0,10381.0,32820.0,22439.0,97.0,0.0,73.0283
20131103,27.838356164383562,1772.1380664443836,,0,1.778,4829.0,388.90799956,7536.0,34620.0,1251.0,8340.0,9383.0,2161.0460660043836,0.0,0.0,,,,,,,,,,,,,,5399.0,799.0,23501.0,0.0,4601.0,1.0,10139.0,18364.0,8225.0,65.0,0.0,73.0283
20131104,27.84109589041096,1772.1195595950685,,0,1.778,3091.0,264.3960003029,5026.0,33180.0,712.0,5460.0,6182.0,2036.5155598979686,0.0,0.0,,,,,,,,,,,,,,4139.0,1332.0,30098.0,1.0,3098.0,1.0,5950.0,25750.0,19800.0,68.0,0.0,73.0283
20131105,27.843835616438355,1772.1010527457536,,0,1.778,4410.0,338.135000244,6694.0,32220.0,847.0,5460.0,8445.0,2110.2360529897537,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,73.0283
20131106,27.846575342465755,1772.0825458964384,,0,1.778,9169.0,747.654998437,14161.0,28800.0,1381.0,10080.0,17655.0,2519.7375443334386,0.0,0.0,,,,,,,,,,,,,,6479.0,1260.0,32501.0,1.0,5501.0,1.0,10680.0,25759.0,15079.0,79.0,0.0,73.0283
20131107,27.84931506849315,1772.0640390471233,,0,1.778,2687.0,225.567000568,4254.0,40080.0,596.0,8280.0,5285.0,1997.6310396151232,0.0,0.0,,,,,,,,,,,,,,6359.0,7961.0,28284.0,3.0,6084.0,1.0,7021.0,17035.0,10014.0,51.0,0.0,73.0283
20131108,27.852054794520548,1772.0455321978084,,0,1.778,3016.0,260.0199993921,4885.0,38820.0,566.0,8880.0,6023.0,2032.0655315899085,0.0,0.0,,,,,,,,,,,,,,2699.0,692.0,25412.0,0.0,2012.0,1.0,10441.0,22856.0,12415.0,74.0,0.0,73.0283
20131109,27.854794520547944,1772.0270253484932,,0,1.778,3625.0,317.813000172,5982.0,35220.0,656.0,10020.0,7274.0,2089.8400255204933,0.0,0.0,,,,,,,,,,,,,,3719.0,3371.0,36949.0,0.0,2749.0,1.0,14820.0,33180.0,18360.0,100.0,0.0,73.0283
20131110,27.85753424657534,1772.008518499178,,0,1.778,4290.0,328.242999151,6543.0,34260.0,988.0,4800.0,8233.0,2100.251517650178,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,73.0283
20131111,27.86027397260274,1771.9900116498632,,0,1.778,4852.0,384.660000101,7404.0,35220.0,1507.0,14160.0,9285.0,2156.650011750863,0.0,0.0,104398.0,2498.0,110482.0,0.0,102382.0,2.0,3960.0,6240.0,2280.0,18.0,0.0,,,,,,,,,,,,,,73.0283
20131112,27.863013698630137,1771.971504800548,,0,1.778,4273.0,337.446000427,6568.0,37620.0,1492.0,6480.0,8225.0,2109.417505227548,0.0,0.0,,,,,,,,,,,,,,8819.0,6678.0,24174.0,0.0,6174.0,1.0,3528.0,15288.0,11760.0,42.0,0.0,73.0283
20131113,27.865753424657534,1771.9529979512329,,0,1.778,3979.0,329.96099938500004,6271.0,36480.0,856.0,11460.0,7795.0,2101.913997336233,0.0,0.0,,,,,,,,,,,,,,10919.0,7121.0,39640.0,2.0,10240.0,1.0,10239.0,22359.0,12120.0,67.0,0.0,73.0283
20131114,27.86849315068493,1771.934491101918,,0,1.778,2039.0,198.110000163,3475.0,37320.0,553.0,6780.0,4180.0,1970.044491264918,0.0,0.0,55199.0,4184.0,58200.0,1.0,54212.0,1.0,284.0,2744.0,2460.0,5.0,0.0,,,7979.0,2874.0,36300.0,0.0,7266.0,1.0,7921.0,28380.0,20459.0,76.0,0.0,73.0283
20131115,27.87123287671233,1771.9159842526028,,0,1.778,3501.0,277.794999063,5394.0,37320.0,627.0,7380.0,6748.0,2049.710983315603,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,73.0283
20131116,27.873972602739727,1771.8974774032877,,0,1.778,3777.0,299.290000379,5848.0,35040.0,1450.0,7860.0,7294.0,2071.1874777822877,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,73.0283
20131117,27.876712328767123,1771.8789705539727,,0,1.778,804.0,86.3290006518,1457.0,40740.0,443.0,8040.0,1669.0,1858.2079712057728,0.0,0.0,,,,,,,,,,,,,,9539.0,3192.0,34200.0,0.0,8328.0,1.0,10080.0,24780.0,14700.0,73.0,0.0,73.0283
20131118,27.87945205479452,1771.8604637046576,,0,1.778,7473.0,590.564000309,11532.0,32520.0,1601.0,7320.0,14460.0,2362.4244640136576,0.0,0.0,,,,,,,,,,,,,,11519.0,2265.0,32700.0,1.0,10334.0,1.0,6120.0,20941.0,14821.0,56.0,0.0,73.0283
20131119,27.882191780821916,1771.8419568553425,,0,1.778,3712.0,314.925000899,5960.0,37140.0,557.0,5820.0,7390.0,2086.7669577543425,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,73.0283
20131120,27.884931506849316,1771.8234500060275,,0,1.778,3698.0,313.548000604,5966.0,36180.0,657.0,7260.0,7356.0,2085.3714506100278,0.0,0.0,,,,,,,,,,,,,,12479.0,7213.0,32700.0,2.0,7607.0,1.0,10920.0,19080.0,8160.0,62.0,0.0,73.0283
20131121,27.887671232876713,1771.8049431567124,,0,1.778,2633.0,242.899000525,4345.0,24600.0,733.0,8700.0,5281.0,2014.7039436817124,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,73.0283
20131122,27.89041095890411,1771.7864363073973,,0,1.778,4959.0,363.769001454,7234.0,36780.0,1317.0,18540.0,9265.0,2135.555437761397,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,73.0283
20131123,27.893150684931506,1771.7679294580823,,0,1.778,5696.0,422.373998761,8249.0,32820.0,1124.0,6180.0,10618.0,2194.1419282190823,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,73.0283
20131124,27.895890410958906,1771.7494226087672,,0,1.778,4136.0,380.288999818,6904.0,36060.0,949.0,5340.0,8340.0,2152.0384224267673,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,73.0283
20131125,27.898630136986302,1771.730915759452,,0,1.778,6211.0,505.356999286,9764.0,34620.0,1281.0,9240.0,12192.0,2277.087915045452,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,73.0283
20131126,27.9013698630137,1771.7124089101371,,0,1.778,5461.0,455.762000129,8678.0,35940.0,998.0,6360.0,10742.0,2227.4744090391373,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,73.0283
20131127,27.904109589041095,1771.693902060822,,0,1.778,2938.0,246.975000024,4737.0,37260.0,733.0,9060.0,5830.0,2018.668902084822,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,73.0283
20131128,27.90684931506849,1771.6753952115068,,0,1.778,2907.0,245.679000996,4688.0,37200.0,716.0,8040.0,5806.0,2017.3543962075069,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,73.0283
20131129,27.90958904109589,1771.656888362192,,0,1.778,5440.0,480.326999545,8773.0,31680.0,859.0,3780.0,10774.0,2251.9838879071917,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,73.0283
20131130,27.912328767123288,1771.6383815128768,,0,1.778,991.0,89.2870002985,1624.0,39660.0,389.0,14160.0,1982.0,1860.9253818113768,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,73.0283
